Animal_ID,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Somatic_Cell_Count_Actual,Somatic_Cell_Score,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Udder_Thermal_Asymmetry_C,Milk_Yield_Liters,Fat_Pct,Protein_Pct,Lactose_Pct,Rumination_Minutes,Lying_Hours,Activity_Index,Bedding_Hygiene_Score,Teat_Dipping_Practiced,THI_Index,Yield_Drop_Pct,Early_Warning_Lead_Days,Risk_Tier_Label,Risk_Tier_Code,Mastitis_Target
Moo-24421,4.0,5,213,0,150000,3.16,5.18,1.26,6.76,39.1,0.4,304.0,4.15,3.68,4.84,469,10.6,117.4,4,1,80.0,0.0,11.7,Low Risk,1,0
Moo-24422,2.5,5,200,1,150000,2.84,5.0,1.19,6.79,39.01,0.43,413.0,4.76,3.47,4.98,372,11.4,107.7,3,1,75.7,0.0,12.4,Low Risk,1,0
Moo-24423,5.0,1,278,0,86175,2.8,4.82,1.08,6.64,38.34,0.11,372.0,3.61,3.92,4.83,477,11.2,87.9,4,1,72.2,0.0,-1.0,No Risk,0,0
Moo-24424,4.0,4,210,2,514970,5.4,5.26,1.35,6.86,39.61,0.78,408.0,3.58,3.55,4.81,399,9.3,120.9,3,0,74.2,9.5,7.7,Moderate Risk,2,1
Moo-24425,2.5,1,143,0,379357,4.73,5.22,1.48,6.93,39.16,1.12,392.0,4.03,3.25,4.97,322,9.3,123.1,2,1,76.6,0.0,9.2,Moderate Risk,2,1
Moo-24426,4.0,2,300,0,2977263,7.91,5.64,2.3,7.18,40.57,1.39,285.5,4.12,3.62,4.73,332,9.6,134.3,2,0,73.3,30.0,1.8,High Risk,3,1
Moo-24427,2.5,5,42,0,73604,2.52,4.98,1.12,6.59,38.85,0.05,338.0,3.78,3.55,5.08,494,12.7,101.7,5,1,75.4,17.6,-1.0,No Risk,0,0
Moo-24428,4.0,3,281,1,871335,6.14,5.59,1.6,7.31,40.63,1.5,276.5,4.27,3.83,4.69,358,7.2,164.6,1,1,80.7,0.0,2.1,High Risk,3,1
Moo-24429,5.0,5,299,0,1165902,6.48,6.01,2.26,7.38,40.32,1.51,287.0,4.08,3.59,4.72,266,8.5,163.6,2,0,76.7,38.8,3.4,High Risk,3,1
Moo-24430,3.0,4,183,0,494550,5.23,5.57,1.41,6.94,38.94,1.11,436.0,3.25,2.82,4.86,418,9.9,135.7,2,0,80.4,0.0,6.8,Moderate Risk,2,1
Moo-24431,3.0,3,128,1,150000,3.64,4.93,1.23,6.7,38.58,0.54,339.0,4.06,3.66,4.81,400,10.3,109.8,4,0,79.0,0.0,12.4,Low Risk,1,0
Moo-24432,3.0,3,244,1,53176,2.32,4.81,1.06,6.64,38.24,0.19,513.0,4.12,3.08,4.88,503,11.7,98.2,4,1,72.3,0.0,-1.0,No Risk,0,0
Moo-24433,2.5,1,300,2,300000,4.42,5.26,1.35,6.9,39.4,0.86,359.0,3.66,3.1,4.91,381,9.2,134.9,2,0,82.1,32.1,6.9,Moderate Risk,2,1
Moo-24434,3.0,4,71,0,71962,2.24,4.58,1.04,6.62,38.71,0.16,357.0,3.37,3.73,4.67,496,11.2,102.0,4,1,73.9,0.6,-1.0,No Risk,0,0
Moo-24435,5.0,4,32,0,25000,0.78,4.81,1.12,6.61,38.37,0.06,373.0,5.13,2.66,4.85,483,11.2,96.9,4,1,70.4,0.0,-1.0,No Risk,0,0
Moo-24436,4.0,2,48,0,769551,5.6,5.75,1.94,7.39,40.45,1.54,449.0,3.21,3.15,4.54,270,7.4,165.2,1,1,72.1,2.2,2.5,High Risk,3,1
Moo-24437,3.0,3,255,1,150000,3.5,5.08,1.2,6.7,38.22,0.51,451.0,3.37,3.19,4.75,436,10.7,108.2,3,0,69.2,0.0,12.2,Low Risk,1,0
Moo-24438,5.0,3,84,1,27781,1.09,4.69,1.09,6.54,38.11,0.13,483.0,4.68,3.11,4.98,514,11.8,94.6,5,1,78.8,0.0,-1.0,No Risk,0,0
Moo-24439,5.0,1,143,0,300000,3.82,5.57,1.36,6.81,39.8,0.84,454.0,3.64,3.29,4.98,338,9.5,139.8,2,0,80.9,4.6,9.0,Moderate Risk,2,1
Moo-24440,2.5,2,163,0,25000,0.5,4.78,1.07,6.53,38.3,0.13,334.0,3.58,3.68,4.83,510,12.2,107.1,4,0,83.2,0.0,-1.0,No Risk,0,0
Moo-24441,5.0,5,179,0,74286,2.74,4.88,1.1,6.54,38.64,0.07,560.0,4.21,3.44,5.06,494,11.9,92.8,4,1,77.9,0.0,-1.0,No Risk,0,0
Moo-24442,4.0,5,188,0,30629,1.43,4.98,1.07,6.65,38.6,0.1,342.0,3.59,3.7,4.81,514,12.5,100.2,5,1,72.9,33.7,-1.0,No Risk,0,0
Moo-24443,4.0,1,96,1,91652,2.8,4.49,1.03,6.58,38.46,0.07,376.0,4.29,3.33,4.79,468,10.9,102.4,4,1,75.7,0.0,-1.0,No Risk,0,0
Moo-24444,3.0,5,310,2,300000,3.92,5.48,1.35,6.74,39.84,0.73,492.0,2.34,3.08,4.61,385,9.0,134.8,1,0,79.4,0.0,9.0,Moderate Risk,2,1
Moo-24445,3.0,1,272,0,397651,4.93,5.75,1.43,6.96,39.51,0.99,448.0,2.89,2.95,4.76,353,8.9,135.0,2,0,79.8,0.0,10.0,Moderate Risk,2,1
Moo-24446,5.0,5,121,0,150000,2.86,5.08,1.22,6.76,38.9,0.55,464.0,5.16,3.27,5.23,443,10.6,107.1,4,1,74.9,0.0,12.1,Low Risk,1,0
Moo-24447,3.0,5,77,0,27090,0.9,5.14,1.06,6.55,38.34,0.2,344.0,4.83,4.08,4.69,475,11.2,94.7,4,1,80.1,0.0,-1.0,No Risk,0,0
Moo-24448,4.0,3,248,2,3562161,8.19,5.79,2.31,7.1,39.53,1.45,376.0,3.95,3.46,4.77,288,7.3,165.1,2,0,76.8,0.0,2.4,High Risk,3,1
Moo-24449,5.0,4,303,0,150000,3.33,5.22,1.28,6.74,38.61,0.43,315.0,3.63,3.34,4.48,401,10.4,125.8,3,1,75.0,10.0,11.2,Low Risk,1,0
Moo-24450,4.0,3,68,0,150000,3.46,5.07,1.2,6.78,39.0,0.44,416.0,4.26,2.81,4.88,462,10.6,116.6,2,1,64.6,11.1,11.4,Low Risk,1,0
Moo-24451,4.0,3,212,1,50124,2.02,4.69,1.12,6.63,38.54,0.14,236.0,3.62,3.38,4.92,489,11.6,93.5,5,1,81.4,18.9,-1.0,No Risk,0,0
Moo-24452,4.0,4,220,2,300000,3.8,5.49,1.4,7.03,39.54,0.69,401.0,3.7,3.09,4.78,318,8.2,126.0,2,1,77.7,0.0,6.2,Moderate Risk,2,1
Moo-24453,4.0,4,52,0,150000,3.15,5.03,1.19,6.74,38.65,0.51,322.0,4.54,3.69,4.79,460,10.5,90.2,3,1,78.8,6.4,13.3,Low Risk,1,0
Moo-24454,4.0,3,263,0,32595,1.41,4.7,1.09,6.6,38.4,0.09,506.0,3.89,3.32,4.96,500,11.9,112.9,3,1,76.6,0.0,-1.0,No Risk,0,0
Moo-24455,4.0,1,126,1,48360,1.59,4.61,1.07,6.53,38.37,0.07,286.0,4.18,3.73,4.63,479,11.7,92.8,4,1,70.8,22.3,-1.0,No Risk,0,0
Moo-24456,3.0,5,210,0,150000,3.12,5.21,1.27,6.8,38.86,0.34,225.0,5.3,4.3,4.76,441,10.1,110.2,3,0,75.1,5.9,13.0,Low Risk,1,0
Moo-24457,3.0,3,310,1,300000,4.39,5.45,1.35,7.1,39.3,0.7,339.0,4.85,4.27,4.94,335,7.9,120.5,1,0,83.1,0.0,6.1,Moderate Risk,2,1
Moo-24458,3.0,5,123,0,25000,0.9,4.78,1.11,6.54,38.55,0.21,428.0,5.27,3.73,4.81,470,13.0,110.5,5,1,73.1,0.0,-1.0,No Risk,0,0
Moo-24459,3.0,4,142,2,300000,3.8,5.53,1.39,6.92,39.02,0.78,295.5,4.3,3.79,4.77,391,9.2,137.0,2,1,79.3,0.0,8.2,Moderate Risk,2,1
Moo-24460,4.0,5,88,0,50596,2.03,5.03,1.13,6.55,38.77,0.12,295.0,5.02,4.29,4.78,492,11.4,102.1,4,1,72.3,2.0,-1.0,No Risk,0,0
Moo-24461,2.5,5,147,1,750000,5.98,5.81,2.07,7.37,41.02,1.36,359.0,3.66,3.1,4.91,243,7.0,132.6,1,1,75.6,0.0,1.5,High Risk,3,1
Moo-24462,4.0,3,89,1,1791301,7.16,6.05,2.3,7.35,40.26,1.6,430.5,3.88,3.21,4.76,355,7.7,174.0,1,0,76.2,0.1,3.4,High Risk,3,1
Moo-24463,3.0,1,214,3,1052615,6.35,6.5,1.95,7.27,39.64,1.38,344.0,3.11,3.31,4.91,251,6.7,124.3,2,0,76.3,3.4,1.5,High Risk,3,1
Moo-24464,4.0,1,68,0,1227471,6.84,5.9,2.22,7.2,40.63,1.63,285.5,4.12,3.62,4.73,326,6.8,158.3,2,0,78.5,9.4,2.5,High Risk,3,1
Moo-24465,4.0,4,141,1,163923,3.71,4.9,1.26,6.67,39.05,0.43,374.0,4.27,3.51,4.9,439,9.4,112.1,4,1,77.9,0.0,12.9,Low Risk,1,0
Moo-24466,3.0,5,49,0,150000,3.11,5.06,1.21,6.76,38.8,0.35,353.0,4.67,3.54,4.69,415,9.7,107.9,2,1,70.1,0.0,13.9,Low Risk,1,0
Moo-24467,4.0,4,301,0,792311,5.87,5.92,2.19,7.16,40.57,1.62,380.0,2.69,3.72,5.02,246,7.5,155.6,2,0,80.1,4.8,2.6,High Risk,3,1
Moo-24468,4.0,4,110,4,750000,5.5,5.76,1.92,7.06,40.86,1.43,265.0,4.12,3.62,4.63,281,6.8,146.9,2,0,83.4,4.0,1.0,High Risk,3,1
Moo-24469,4.0,5,84,0,750000,6.03,6.27,1.67,7.3,40.24,1.64,453.5,3.75,3.17,4.81,300,8.3,148.4,1,0,82.7,13.5,3.0,High Risk,3,1
Moo-24470,4.0,1,263,2,305169,4.6,5.7,1.46,6.95,39.09,0.88,285.5,4.12,3.62,4.73,341,8.6,114.6,3,0,81.5,0.0,6.6,Moderate Risk,2,1
Moo-24471,2.5,1,191,1,300000,4.22,5.05,1.44,6.95,39.21,0.85,292.0,4.12,3.72,4.81,367,9.3,124.5,1,0,87.5,25.1,7.1,Moderate Risk,2,1
Moo-24472,4.0,4,294,1,150000,3.39,5.1,1.23,6.76,39.08,0.36,598.0,4.34,2.96,5.07,444,8.6,97.8,3,0,83.1,0.0,11.4,Low Risk,1,0
Moo-24473,3.0,2,125,0,300000,4.12,5.45,1.51,7.04,39.56,0.94,198.0,4.69,3.66,5.08,332,9.3,127.8,1,0,80.2,18.5,8.9,Moderate Risk,2,1
Moo-24474,4.0,1,154,3,821306,6.08,5.46,2.2,7.11,40.34,1.82,453.5,3.75,3.17,4.81,248,8.1,165.6,1,0,86.7,16.0,2.0,High Risk,3,1
Moo-24475,4.0,5,113,0,306249,4.48,5.47,1.46,6.95,39.27,1.04,395.5,3.63,3.23,4.79,384,9.3,129.4,1,0,78.4,14.6,7.1,Moderate Risk,2,1
Moo-24476,3.0,5,282,2,1519773,6.94,6.14,2.32,7.4,40.19,1.81,233.0,4.44,2.85,4.82,308,7.3,165.0,1,0,80.1,25.3,1.4,High Risk,3,1
Moo-24477,3.0,3,47,0,150000,3.52,4.94,1.24,6.7,38.88,0.36,228.0,3.75,3.44,4.88,437,9.9,109.5,2,1,72.1,26.7,12.4,Low Risk,1,0
Moo-24478,3.0,3,29,0,36065,1.76,4.58,1.01,6.54,38.41,0.15,320.0,4.39,3.93,4.47,445,11.6,99.9,5,0,77.1,0.0,-1.0,No Risk,0,0
Moo-24479,3.0,4,262,0,189711,3.79,5.16,1.27,6.81,38.65,0.31,473.0,4.41,3.69,4.84,434,10.8,118.4,3,1,76.1,0.0,12.3,Low Risk,1,0
Moo-24480,3.0,1,45,0,150000,3.06,4.94,1.16,6.77,38.81,0.54,283.0,4.26,3.84,4.84,450,10.8,122.7,4,1,72.5,11.0,13.7,Low Risk,1,0
Moo-24481,3.0,5,241,0,750000,5.5,5.88,1.91,7.38,40.98,1.65,474.0,4.03,3.26,4.89,351,7.9,170.0,2,0,81.7,0.0,2.4,High Risk,3,1
Moo-24482,4.0,5,168,2,750000,5.67,5.95,1.7,7.4,39.73,1.98,285.5,4.12,3.62,4.73,313,6.5,143.1,2,0,71.2,16.0,2.2,High Risk,3,1
Moo-24483,2.5,4,200,4,1137861,6.6,4.98,2.3,7.07,40.11,2.03,359.0,3.66,3.1,4.91,301,8.1,161.7,2,0,78.4,0.0,3.4,High Risk,3,1
Moo-24484,4.0,5,157,0,150000,3.12,4.97,1.17,6.74,38.69,0.3,370.0,4.66,3.67,4.54,422,10.7,103.9,4,0,70.8,0.0,11.2,Low Risk,1,0
Moo-24485,3.0,4,150,1,30593,1.02,4.87,1.09,6.62,38.22,0.18,224.0,4.32,3.87,4.65,504,10.8,112.6,3,1,73.7,0.0,-1.0,No Risk,0,0
Moo-24486,2.5,1,291,1,300000,4.11,5.15,1.37,6.97,39.19,0.85,435.0,4.1,3.13,4.71,398,8.4,124.6,1,0,76.6,10.9,8.4,Moderate Risk,2,1
Moo-24487,4.0,4,218,3,1011972,6.29,5.82,2.31,7.43,39.83,1.89,285.5,4.12,3.62,4.73,244,7.1,142.6,1,1,76.5,0.0,2.8,High Risk,3,1
Moo-24488,3.0,2,259,0,495560,5.32,5.38,1.31,6.94,39.94,0.66,289.0,4.08,3.64,4.81,446,9.2,121.8,2,1,82.9,0.0,9.8,Moderate Risk,2,1
Moo-24489,2.5,2,174,0,150000,3.5,5.25,1.15,6.76,38.52,0.51,380.0,5.11,3.39,4.71,430,10.4,113.3,4,0,82.8,0.0,12.8,Low Risk,1,0
Moo-24490,2.5,2,260,0,1219481,6.61,6.37,1.67,7.14,40.88,1.9,356.0,3.76,3.49,4.87,269,7.8,150.9,1,0,77.5,0.0,3.0,High Risk,3,1
Moo-24491,3.0,2,217,1,1258253,6.61,6.0,2.17,7.21,40.42,2.23,571.0,2.81,3.36,4.89,275,6.0,133.0,1,0,81.0,0.0,2.8,High Risk,3,1
Moo-24492,4.0,4,35,1,52066,1.83,4.84,1.08,6.63,38.37,0.06,500.0,3.31,3.07,5.0,482,11.4,104.5,4,1,78.6,13.8,-1.0,No Risk,0,0
Moo-24493,3.0,5,56,0,38014,1.62,4.7,1.11,6.6,38.88,0.22,242.0,3.97,3.79,4.81,478,11.5,93.4,5,1,72.3,0.0,-1.0,No Risk,0,0
Moo-24494,4.0,5,182,1,520933,5.31,5.49,1.35,6.92,39.42,0.89,401.0,3.7,3.09,4.78,328,9.3,114.8,2,0,80.3,1.2,7.4,Moderate Risk,2,1
Moo-24495,2.5,3,96,1,1232021,6.61,5.43,1.86,7.22,40.13,1.45,343.0,3.94,3.31,4.91,282,8.8,134.4,1,1,78.4,26.7,2.8,High Risk,3,1
Moo-24496,4.0,3,107,2,496608,5.22,5.42,1.53,6.93,40.33,1.05,376.0,3.95,3.46,4.77,409,9.9,130.0,1,1,81.2,12.1,9.4,Moderate Risk,2,1
Moo-24497,3.0,2,104,3,300000,4.51,5.29,1.39,6.88,39.26,0.67,289.0,4.08,3.64,4.81,347,9.2,131.0,2,1,72.3,18.4,8.9,Moderate Risk,2,1
Moo-24498,3.0,2,302,3,300000,4.48,5.32,1.3,6.99,38.88,0.81,419.0,3.93,3.21,4.83,420,8.6,121.0,2,0,80.6,0.0,6.4,Moderate Risk,2,1
Moo-24499,5.0,3,119,0,25000,1.37,4.82,1.02,6.6,38.58,0.19,292.0,4.18,4.29,5.01,503,11.2,107.2,3,1,75.0,3.3,-1.0,No Risk,0,0
Moo-24500,5.0,1,244,1,150000,2.91,5.14,1.25,6.72,38.99,0.49,436.0,3.73,3.47,4.94,433,10.1,107.6,2,0,77.6,0.0,13.6,Low Risk,1,0
Moo-24501,4.0,3,59,0,25052,0.85,4.95,1.13,6.58,38.46,0.21,360.0,4.28,3.86,4.88,470,12.9,99.1,4,1,77.5,0.0,-1.0,No Risk,0,0
Moo-24502,4.0,3,143,0,150000,2.97,5.04,1.26,6.8,38.59,0.42,479.0,4.04,3.37,4.86,403,10.3,99.6,2,0,73.8,0.0,13.4,Low Risk,1,0
Moo-24503,3.0,5,104,0,300000,4.24,5.28,1.47,6.86,39.55,0.9,425.0,3.72,3.24,4.84,348,10.1,127.0,2,1,80.7,0.0,8.7,Moderate Risk,2,1
Moo-24504,5.0,4,221,3,390206,5.09,5.75,1.34,6.85,39.72,0.97,380.0,3.86,3.25,4.74,371,8.2,118.0,2,1,76.0,30.3,8.5,Moderate Risk,2,1
Moo-24505,5.0,4,284,2,337383,4.75,5.2,1.31,6.97,39.33,1.05,126.0,2.84,3.66,4.37,384,10.7,126.6,2,0,82.4,43.0,6.3,Moderate Risk,2,1
Moo-24506,5.0,1,39,0,168123,3.8,5.15,1.23,6.55,38.89,0.3,526.0,5.79,2.67,4.71,422,10.7,111.6,3,1,71.7,0.0,13.2,Low Risk,1,0
Moo-24507,4.0,4,305,1,750000,5.68,5.49,2.08,7.33,40.22,1.92,416.0,3.79,3.17,4.75,256,8.3,158.6,1,1,76.8,0.0,3.4,High Risk,3,1
Moo-24508,5.0,1,84,1,473474,5.2,5.65,1.34,7.0,39.58,0.84,287.0,4.08,3.59,4.72,364,8.7,130.0,3,1,83.1,0.0,9.9,Moderate Risk,2,1
Moo-24509,2.5,4,269,2,150000,2.88,5.12,1.23,6.75,39.1,0.38,213.0,4.82,3.98,4.82,426,9.9,106.5,3,1,71.5,17.8,12.0,Low Risk,1,0
Moo-24510,4.0,2,49,3,300000,4.75,5.39,1.46,6.96,39.47,0.67,598.0,4.99,3.26,4.87,394,9.7,113.8,3,0,76.3,0.0,6.7,Moderate Risk,2,1
Moo-24511,3.0,1,304,0,930089,6.29,6.01,2.11,7.24,40.0,2.38,220.0,3.9,4.05,4.81,321,8.9,164.6,1,0,74.7,0.0,1.1,High Risk,3,1
Moo-24512,4.0,3,305,1,35184,1.34,4.85,1.14,6.66,38.4,0.18,411.0,2.81,3.26,4.84,465,11.1,107.8,4,1,68.6,0.0,-1.0,No Risk,0,0
Moo-24513,4.0,3,187,0,25000,0.5,4.83,1.01,6.5,38.45,0.17,312.0,4.82,3.61,4.77,500,12.3,102.3,4,1,70.5,11.9,-1.0,No Risk,0,0
Moo-24514,4.0,4,150,0,36429,1.2,4.72,1.01,6.6,38.53,0.1,450.0,3.53,3.46,5.06,486,11.4,105.9,5,1,66.7,0.0,-1.0,No Risk,0,0
Moo-24515,4.0,1,255,1,69617,2.41,4.7,1.03,6.54,38.48,0.09,342.0,3.93,3.9,4.72,457,11.4,96.3,5,1,68.1,3.7,-1.0,No Risk,0,0
Moo-24516,3.0,5,183,1,37559,1.6,4.95,1.08,6.58,38.39,0.07,360.0,4.03,3.38,5.09,508,11.8,96.7,5,0,71.5,0.0,-1.0,No Risk,0,0
Moo-24517,2.5,1,288,3,430671,5.3,5.35,1.4,6.86,39.68,0.9,341.5,3.67,3.31,4.86,351,8.3,125.0,4,1,81.1,0.0,9.0,Moderate Risk,2,1
Moo-24518,5.0,1,263,0,759685,5.88,5.75,1.93,7.17,40.28,2.05,185.0,4.54,3.79,4.85,242,7.0,146.8,2,0,73.8,7.0,2.6,High Risk,3,1
Moo-24519,4.0,2,226,1,350938,4.84,5.26,1.33,6.92,39.26,0.7,285.5,4.12,3.62,4.73,402,10.0,128.4,1,1,78.2,0.0,8.1,Moderate Risk,2,1
Moo-24520,6.0,4,170,0,47910,2.3,4.9,1.13,6.57,38.47,0.1,281.0,4.97,3.71,4.35,492,11.9,99.8,4,1,72.4,19.0,-1.0,No Risk,0,0
Moo-24521,3.0,3,173,2,300000,4.45,5.4,1.31,7.18,39.17,0.88,391.0,3.59,3.09,4.83,347,10.4,129.8,2,0,75.6,0.0,6.0,Moderate Risk,2,1
Moo-24522,3.0,5,55,2,44393,1.74,4.88,1.1,6.61,38.31,0.11,498.0,3.34,3.61,5.12,453,11.3,93.7,5,1,65.4,4.4,-1.0,No Risk,0,0
Moo-24523,3.0,5,33,0,178111,3.66,5.16,1.25,6.66,39.14,0.38,381.0,2.76,3.05,4.75,393,10.3,104.4,3,1,78.1,10.8,11.1,Low Risk,1,0
Moo-24524,2.5,5,134,1,750000,5.68,6.29,1.96,7.25,39.98,1.73,307.0,3.92,3.52,4.88,332,8.4,134.9,1,0,81.8,0.0,1.4,High Risk,3,1
Moo-24525,5.0,5,303,0,25000,0.77,4.94,1.13,6.55,38.58,0.19,311.0,3.78,3.37,4.6,445,11.5,114.7,4,1,71.2,7.7,-1.0,No Risk,0,0
Moo-24526,4.0,4,87,2,1106087,6.5,5.75,1.8,7.23,39.83,1.73,276.5,4.27,3.83,4.69,301,8.1,156.7,3,1,79.0,32.9,2.6,High Risk,3,1
Moo-24527,2.5,5,197,2,465045,5.34,5.77,1.52,6.85,39.42,1.02,262.0,3.29,3.03,4.94,314,10.7,125.0,1,0,77.2,0.0,6.2,Moderate Risk,2,1
Moo-24528,4.0,5,226,1,32031,1.12,4.65,1.12,6.54,38.74,0.11,274.0,3.78,3.82,4.62,513,10.8,109.8,4,1,75.1,0.0,-1.0,No Risk,0,0
Moo-24529,4.0,5,31,0,25000,1.25,4.76,1.09,6.57,38.52,0.11,367.0,4.2,3.07,4.88,460,11.7,98.7,4,1,68.1,0.0,-1.0,No Risk,0,0
Moo-24530,4.0,1,201,0,83297,2.56,4.77,1.03,6.6,38.52,0.07,274.0,5.31,4.13,4.56,467,11.8,109.2,4,1,73.0,2.1,-1.0,No Risk,0,0
Moo-24531,3.0,3,170,1,750000,5.5,5.84,2.17,7.21,40.5,2.13,293.0,4.89,3.74,5.01,285,8.2,171.2,1,0,81.0,0.0,2.0,High Risk,3,1
Moo-24532,4.0,1,296,2,330275,4.69,5.09,1.48,6.82,39.3,0.99,276.5,4.27,3.83,4.69,355,8.4,112.2,1,0,84.0,31.6,8.6,Moderate Risk,2,1
Moo-24533,4.0,1,229,2,1161445,6.6,6.47,1.74,7.39,40.23,1.54,285.5,4.12,3.62,4.73,343,7.5,137.2,2,1,80.1,9.4,1.3,High Risk,3,1
Moo-24534,4.0,2,312,0,45483,1.69,5.0,1.09,6.55,38.65,0.14,375.0,4.34,3.45,4.7,527,11.1,105.4,5,1,75.4,0.0,-1.0,No Risk,0,0
Moo-24535,4.0,1,142,0,49021,1.97,4.85,1.09,6.6,38.65,0.13,224.0,4.35,4.17,4.52,461,11.5,93.4,5,1,77.7,4.7,-1.0,No Risk,0,0
Moo-24536,4.0,2,154,0,27596,0.89,4.65,1.12,6.52,38.5,0.1,199.0,3.04,3.93,4.97,495,10.7,99.0,5,1,77.1,31.8,-1.0,No Risk,0,0
Moo-24537,4.0,1,69,2,423192,4.98,5.17,1.54,6.9,39.62,0.7,424.0,3.9,3.25,4.82,394,8.9,114.2,1,0,75.7,4.3,9.8,Moderate Risk,2,1
Moo-24538,5.0,1,204,1,750000,5.51,6.02,1.69,7.38,40.26,1.95,366.5,3.78,3.47,4.69,265,8.0,142.3,1,0,74.3,8.1,3.3,High Risk,3,1
Moo-24539,2.5,2,164,0,43865,1.7,4.76,1.04,6.71,38.44,0.16,342.0,3.07,3.35,5.11,487,10.7,103.4,4,1,74.4,0.0,-1.0,No Risk,0,0
Moo-24540,3.0,3,83,0,47757,2.39,4.76,1.08,6.63,38.15,0.16,599.0,1.92,3.34,4.86,508,10.4,100.0,5,1,74.4,0.0,-1.0,No Risk,0,0
Moo-24541,2.5,4,184,0,33492,1.52,4.74,1.12,6.57,38.52,0.15,392.0,3.34,3.19,4.73,489,11.9,100.4,4,1,70.4,2.5,-1.0,No Risk,0,0
Moo-24542,4.0,4,220,0,2404023,7.6,6.03,1.76,7.29,39.72,1.93,401.0,3.7,3.09,4.78,345,7.8,145.3,2,0,76.3,0.0,1.9,High Risk,3,1
Moo-24543,2.5,4,243,2,906720,6.33,5.32,2.35,7.51,40.66,1.68,359.0,3.66,3.1,4.91,312,7.2,169.1,2,0,85.0,0.0,1.1,High Risk,3,1
Moo-24544,4.0,3,158,3,750000,5.89,5.52,2.26,7.4,40.32,2.12,394.0,3.85,3.37,4.79,319,7.5,153.3,1,1,75.0,0.0,1.6,High Risk,3,1
Moo-24545,4.0,5,268,1,300000,4.16,5.41,1.53,7.01,39.21,0.94,275.0,3.75,3.52,4.76,363,8.9,134.8,4,1,75.5,0.0,9.3,Moderate Risk,2,1
Moo-24546,3.0,1,304,1,150000,2.7,5.12,1.23,6.67,38.86,0.3,351.0,2.97,3.12,4.67,441,10.7,120.5,2,0,76.1,21.8,13.2,Low Risk,1,0
Moo-24547,2.5,2,308,0,63684,1.94,4.65,1.06,6.58,38.24,0.18,318.0,4.94,4.05,4.75,480,12.2,104.0,5,1,73.4,0.0,-1.0,No Risk,0,0
Moo-24548,3.0,3,205,0,44865,1.63,4.85,1.08,6.67,38.4,0.22,267.0,5.9,4.22,4.56,505,11.6,92.1,5,1,75.6,8.6,-1.0,No Risk,0,0
Moo-24549,3.0,1,95,0,300000,4.03,5.73,1.37,6.99,39.42,0.82,349.0,2.79,3.4,5.03,367,8.6,115.6,2,0,79.7,0.0,9.5,Moderate Risk,2,1
Moo-24550,5.0,1,62,0,150000,3.64,5.03,1.16,6.84,38.79,0.35,219.0,5.48,4.34,4.66,448,9.5,117.8,3,0,73.0,9.9,13.8,Low Risk,1,0
Moo-24551,4.0,3,29,0,150000,3.34,5.15,1.24,6.71,39.01,0.54,317.0,4.03,3.76,4.74,381,9.8,115.7,3,1,71.2,5.4,12.9,Low Risk,1,0
Moo-24552,2.5,2,101,0,150000,3.41,5.01,1.15,6.69,39.07,0.53,300.0,4.04,3.36,4.98,476,9.4,96.7,3,1,67.7,13.0,11.8,Low Risk,1,0
Moo-24553,4.0,1,49,1,81412,2.66,4.89,1.04,6.51,38.28,0.07,103.0,3.9,3.91,4.62,502,10.8,115.6,4,1,78.9,34.8,-1.0,No Risk,0,0
Moo-24554,3.0,1,241,2,308414,4.51,5.33,1.4,7.08,39.59,0.84,381.0,3.55,3.26,4.79,405,8.1,140.5,2,1,83.3,0.0,6.6,Moderate Risk,2,1
Moo-24555,3.0,5,276,0,150000,3.44,5.02,1.19,6.71,39.15,0.41,364.0,4.05,3.4,4.9,447,9.4,117.3,3,1,81.5,0.0,13.1,Low Risk,1,0
Moo-24556,3.0,5,257,0,60653,2.25,4.81,1.04,6.61,38.27,0.12,430.0,2.75,3.12,4.8,484,12.1,111.8,4,1,71.7,0.0,-1.0,No Risk,0,0
Moo-24557,4.0,4,171,0,150000,3.48,5.02,1.22,6.78,38.85,0.42,446.0,3.0,3.72,4.9,445,11.3,113.2,4,1,78.2,0.0,13.4,Low Risk,1,0
Moo-24558,2.5,5,50,1,1527443,6.95,5.48,1.93,7.05,40.12,2.11,350.0,3.33,3.75,4.97,291,8.0,152.7,2,0,81.3,0.0,2.4,High Risk,3,1
Moo-24559,4.0,2,282,0,33709,1.79,4.83,1.1,6.59,38.65,0.11,358.0,2.7,3.66,4.83,500,10.4,98.2,4,1,71.1,12.5,-1.0,No Risk,0,0
Moo-24560,4.0,3,222,0,300000,4.08,5.41,1.36,6.84,39.32,0.99,363.0,2.7,3.6,4.6,379,9.8,131.1,2,0,82.3,0.8,7.5,Moderate Risk,2,1
Moo-24561,3.0,5,314,0,150000,3.31,5.12,1.23,6.72,38.79,0.52,338.0,3.5,3.47,4.97,441,10.5,100.1,3,1,75.4,16.1,13.0,Low Risk,1,0
Moo-24562,3.0,2,115,2,385173,5.13,5.09,1.53,6.89,39.27,0.69,295.5,4.3,3.79,4.77,395,9.0,118.4,2,0,80.6,26.3,8.8,Moderate Risk,2,1
