Date,Day_Index,Animal_ID,Species,Breed,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Ambient_Temp_C,Humidity_Pct,THI_Index,Bedding_Hygiene_Score,Teat_Dip_Compliance,Milking_Vacuum_Status,EC_Front_Left,EC_Front_Right,EC_Rear_Left,EC_Rear_Right,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Milk_Yield_Liters,Rumination_Minutes,Lying_Hours,Optical_SCC_Proxy,Somatic_Cell_Count_Actual,Days_To_Clinical_Onset,Suspected_Quarter,Will_Develop_Mastitis_in_14Days,Risk_Tier_Label,Risk_Tier_Code
2026-02-10,40,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,99,0,30.57,53.42,79.59,1,0,Stable,5.069,4.714,4.978,4.991,4.938,1.075,6.609,38.76,14.65,492.6,12.2,1.665,69929,-1,None,0,No Risk,0
2026-02-11,41,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,100,0,23.97,56.8,71.07,4,0,Stable,5.004,4.712,4.849,5.046,4.903,1.071,6.609,38.42,15.74,533.1,11.8,1.668,76458,-1,None,0,No Risk,0
2026-02-12,42,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,101,0,31.22,35.0,77.4,1,1,Stable,5.093,4.681,4.81,4.927,4.878,1.088,6.584,38.94,15.31,495.5,12.2,1.557,54725,-1,None,0,No Risk,0
2026-02-13,43,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,102,0,26.12,60.68,74.48,2,1,Stable,5.185,4.739,4.7,5.067,4.923,1.103,6.555,38.51,14.98,509.7,11.7,1.681,72053,-1,None,0,No Risk,0
2026-02-14,44,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,103,0,23.66,56.16,70.59,4,1,Fluctuating,5.025,4.628,4.814,4.989,4.864,1.086,6.59,38.51,16.21,517.2,12.4,1.781,78867,-1,None,0,No Risk,0
2026-02-15,45,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,104,0,22.05,70.44,69.47,4,0,Stable,4.97,4.737,4.816,5.038,4.89,1.063,6.689,38.43,16.31,508.5,11.3,1.576,43283,-1,None,0,No Risk,0
2026-02-16,46,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,105,0,24.67,52.62,71.6,3,1,Stable,5.042,4.65,4.839,5.057,4.897,1.088,6.583,38.46,15.84,526.7,12.1,1.634,77756,-1,None,0,No Risk,0
2026-02-17,47,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,106,0,25.5,64.68,74.03,1,0,Stable,5.092,4.705,4.746,5.084,4.907,1.082,6.628,38.29,15.07,531.8,11.9,1.61,77700,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,107,0,24.23,59.33,71.68,3,1,Stable,5.155,4.602,4.933,5.041,4.933,1.12,6.619,38.44,15.12,532.9,11.9,1.624,69890,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,108,0,23.76,60.22,71.1,3,1,Stable,5.232,4.656,4.876,5.041,4.951,1.124,6.605,38.38,15.53,506.9,11.3,1.578,60203,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,109,0,24.87,68.93,73.56,3,1,Stable,5.08,4.696,4.782,5.041,4.9,1.082,6.591,38.54,15.6,533.7,11.6,1.52,31744,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,110,0,21.63,69.98,68.8,4,1,Stable,5.176,4.548,4.916,5.137,4.944,1.138,6.633,38.4,15.47,510.8,11.5,1.531,46108,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,111,0,26.67,71.73,76.58,4,0,Stable,5.171,4.794,5.013,5.036,5.003,1.079,6.674,38.69,15.32,492.4,11.7,1.604,51809,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,112,0,31.37,70.74,83.56,3,0,Stable,5.005,4.591,4.798,4.939,4.833,1.09,6.572,38.67,15.35,492.6,12.1,1.577,81973,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,113,0,17.19,58.29,61.81,5,0,Stable,4.924,4.874,4.887,4.963,4.912,1.018,6.571,38.35,16.26,511.8,12.0,1.574,75745,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,114,0,19.84,70.27,66.12,5,1,Fluctuating,5.088,4.725,4.778,5.04,4.908,1.077,6.645,38.48,15.46,520.0,12.0,1.587,69296,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,115,0,23.03,61.0,70.14,3,1,Stable,4.932,4.804,4.805,4.852,4.848,1.027,6.577,38.41,15.47,526.6,12.1,1.56,62224,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,116,0,25.83,80.96,76.34,1,1,Stable,5.024,4.758,4.95,5.137,4.967,1.08,6.578,38.77,15.76,512.1,11.9,1.545,36774,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,117,0,23.9,75.25,72.7,4,1,Stable,5.08,4.744,4.831,5.059,4.928,1.071,6.585,38.57,16.12,529.5,11.3,1.572,73947,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1141,Cattle,Jersey_Cross,6,5,118,0,29.53,71.51,80.89,4,0,Fluctuating,5.021,4.689,4.888,5.103,4.925,1.088,6.618,38.79,15.1,510.9,11.7,1.529,53457,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1142,Cattle,HF_Cross,6,3,122,1,33.08,78.36,87.55,3,0,Stable,4.851,4.721,4.625,5.171,4.842,1.118,6.53,38.55,22.78,440.3,11.7,1.58,75150,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1142,Cattle,HF_Cross,6,3,123,1,29.15,77.13,81.15,3,0,Stable,4.919,4.78,4.624,5.247,4.893,1.135,6.545,38.63,21.8,444.2,11.7,1.544,56950,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1142,Cattle,HF_Cross,6,3,124,1,33.58,84.62,89.53,4,1,Stable,4.956,4.665,4.645,4.959,4.806,1.068,6.573,38.71,21.9,479.5,11.9,1.676,62274,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1142,Cattle,HF_Cross,6,3,125,1,30.01,90.58,84.57,2,1,Stable,4.775,4.807,4.641,5.197,4.855,1.12,6.566,38.84,22.61,444.5,12.3,1.689,61257,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1142,Cattle,HF_Cross,6,3,126,1,34.09,72.09,87.93,1,0,Stable,4.866,4.72,4.531,5.094,4.803,1.124,6.622,38.68,22.75,434.1,12.1,1.58,56074,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1142,Cattle,HF_Cross,6,3,127,1,35.63,69.59,89.75,5,0,Fluctuating,5.024,4.711,4.61,5.198,4.886,1.128,6.568,38.63,22.62,476.0,11.6,1.52,59079,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1142,Cattle,HF_Cross,6,3,128,1,35.19,80.73,91.39,4,1,Fluctuating,4.948,4.717,4.586,5.141,4.848,1.121,6.577,38.63,22.29,450.9,12.7,1.451,43084,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1142,Cattle,HF_Cross,6,3,129,1,32.38,85.68,87.75,2,1,Stable,4.888,4.821,4.68,5.188,4.894,1.109,6.554,38.76,22.07,462.4,12.0,1.617,44037,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1142,Cattle,HF_Cross,6,3,130,1,27.25,81.4,78.7,2,1,Stable,4.929,4.658,4.628,5.042,4.814,1.089,6.571,38.84,22.16,469.0,12.1,1.519,37558,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1142,Cattle,HF_Cross,6,3,131,1,33.4,76.54,87.72,4,1,Stable,4.822,4.658,4.505,5.19,4.794,1.152,6.562,38.77,22.18,459.9,12.2,1.611,47344,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1142,Cattle,HF_Cross,6,3,132,1,29.36,76.96,81.45,3,1,Stable,4.776,4.783,4.656,5.114,4.832,1.098,6.598,38.61,22.08,447.7,11.8,1.496,38140,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1142,Cattle,HF_Cross,6,3,133,1,34.18,71.75,88.0,4,0,Stable,4.835,4.654,4.48,6.174,5.036,1.378,6.642,38.76,20.73,413.3,11.7,1.777,300269,14,RR,1,Low Risk,1
2026-01-13,12,IN-DAIRY-1142,Cattle,HF_Cross,6,3,134,1,35.47,82.3,92.15,3,0,Stable,4.791,4.756,4.666,5.858,5.018,1.255,6.694,38.81,21.18,442.6,11.7,1.811,270549,13,RR,1,Low Risk,1
2026-01-14,13,IN-DAIRY-1142,Cattle,HF_Cross,6,3,135,1,34.66,80.34,90.45,3,0,Stable,4.742,4.671,4.615,6.353,5.095,1.377,6.714,38.68,21.45,397.8,11.2,1.647,207517,12,RR,1,Low Risk,1
2026-01-15,14,IN-DAIRY-1142,Cattle,HF_Cross,6,3,136,1,31.46,64.37,82.63,1,1,Stable,4.84,4.682,4.556,6.178,5.064,1.356,6.656,38.72,21.31,399.7,10.9,1.789,308962,11,RR,1,Low Risk,1
2026-01-16,15,IN-DAIRY-1142,Cattle,HF_Cross,6,3,137,1,32.72,60.59,83.77,4,1,Fluctuating,4.778,4.777,4.676,6.197,5.107,1.325,6.692,38.5,20.64,412.6,11.5,1.739,253941,10,RR,1,Low Risk,1
2026-01-17,16,IN-DAIRY-1142,Cattle,HF_Cross,6,3,138,1,30.6,70.21,82.32,2,1,Stable,4.903,4.636,4.639,6.589,5.192,1.421,6.937,40.05,18.72,387.8,10.8,1.911,856692,9,RR,1,Moderate Risk,2
2026-01-18,17,IN-DAIRY-1142,Cattle,HF_Cross,6,3,139,1,30.93,85.08,85.24,1,1,Stable,4.905,4.689,4.803,6.931,5.332,1.478,6.882,39.42,20.01,374.1,9.8,1.927,847685,8,RR,1,Moderate Risk,2
2026-01-19,18,IN-DAIRY-1142,Cattle,HF_Cross,6,3,140,1,35.01,57.38,86.33,3,0,Stable,4.864,4.759,4.596,6.679,5.224,1.453,6.765,39.46,19.33,353.1,9.1,1.917,425550,7,RR,1,Moderate Risk,2
2026-01-20,19,IN-DAIRY-1142,Cattle,HF_Cross,6,3,141,1,29.68,55.69,78.74,3,0,Stable,4.845,4.801,4.761,7.519,5.481,1.579,6.956,39.78,19.68,373.1,9.3,1.85,441534,6,RR,1,Moderate Risk,2
2026-01-21,20,IN-DAIRY-1142,Cattle,HF_Cross,6,3,142,1,32.04,71.26,84.67,3,1,Stable,4.927,4.726,4.598,6.953,5.301,1.512,6.792,39.86,18.64,380.8,10.5,1.93,734692,5,RR,1,Moderate Risk,2
2026-01-22,21,IN-DAIRY-1142,Cattle,HF_Cross,6,3,143,1,26.0,74.53,75.88,3,0,Stable,4.78,4.802,4.595,6.925,5.275,1.507,6.894,39.47,19.22,412.3,9.5,1.972,763770,4,RR,1,Moderate Risk,2
2026-01-23,22,IN-DAIRY-1142,Cattle,HF_Cross,6,3,144,1,30.02,74.88,82.16,3,0,Stable,4.807,4.575,4.588,9.152,5.781,2.001,7.209,40.69,16.31,326.8,7.9,1.983,1224871,3,RR,1,High Risk,3
2026-01-24,23,IN-DAIRY-1142,Cattle,HF_Cross,6,3,145,1,30.4,67.42,81.57,3,1,Stable,4.803,4.69,4.609,7.727,5.457,1.677,7.1,40.85,16.62,304.3,9.0,2.149,2931524,2,RR,1,High Risk,3
2026-01-25,24,IN-DAIRY-1142,Cattle,HF_Cross,6,3,146,1,31.72,73.59,84.58,2,1,Stable,4.908,4.696,4.581,8.363,5.637,1.825,7.047,40.33,14.67,307.8,8.0,2.066,1709948,1,RR,1,High Risk,3
2026-01-26,25,IN-DAIRY-1142,Cattle,HF_Cross,6,3,147,1,33.84,77.14,88.52,3,1,Stable,4.872,4.698,4.606,9.322,5.875,2.024,7.178,40.67,16.79,298.2,8.0,2.204,3405833,0,RR,1,High Risk,3
2026-01-27,26,IN-DAIRY-1142,Cattle,HF_Cross,6,3,148,1,29.59,59.03,79.12,3,0,Stable,4.815,4.825,4.623,5.261,4.881,1.138,6.615,38.57,18.1,467.0,11.5,2.025,883241,-1,None,0,Moderate Risk,2
2026-01-28,27,IN-DAIRY-1142,Cattle,HF_Cross,6,3,149,1,30.75,65.18,81.73,4,1,Stable,4.724,4.78,4.555,5.096,4.789,1.119,6.541,38.72,18.21,469.9,11.9,1.95,829926,-2,None,0,Moderate Risk,2
2026-01-29,28,IN-DAIRY-1142,Cattle,HF_Cross,6,3,150,1,26.73,72.33,76.75,3,1,Stable,4.794,4.744,4.656,5.15,4.836,1.106,6.55,38.79,18.79,457.1,11.8,2.067,672945,-3,None,0,Moderate Risk,2
2026-01-30,29,IN-DAIRY-1142,Cattle,HF_Cross,6,3,151,1,31.64,51.84,80.76,4,0,Stable,4.854,4.834,4.601,4.991,4.82,1.085,6.612,38.72,21.54,463.7,11.7,1.628,124785,-1,None,0,No Risk,0
2026-01-31,30,IN-DAIRY-1142,Cattle,HF_Cross,6,3,152,1,35.2,52.26,85.55,4,1,Fluctuating,4.926,4.785,4.583,5.03,4.831,1.097,6.548,38.82,20.82,466.5,11.1,1.537,59631,-1,None,0,No Risk,0
2026-02-01,31,IN-DAIRY-1142,Cattle,HF_Cross,6,3,153,1,26.36,77.55,76.8,4,1,Fluctuating,4.956,4.697,4.76,5.199,4.903,1.107,6.582,38.62,21.7,450.7,12.0,1.604,47015,-1,None,0,No Risk,0
2026-02-02,32,IN-DAIRY-1142,Cattle,HF_Cross,6,3,154,1,29.3,54.35,78.02,3,1,Stable,4.877,4.696,4.738,5.065,4.844,1.079,6.604,38.68,22.11,480.8,11.5,1.607,69915,-1,None,0,No Risk,0
2026-02-03,33,IN-DAIRY-1142,Cattle,HF_Cross,6,3,155,1,31.03,60.83,81.43,5,1,Stable,5.04,4.666,4.561,5.193,4.865,1.139,6.576,38.97,21.45,452.3,11.5,1.559,42444,-1,None,0,No Risk,0
2026-02-04,34,IN-DAIRY-1142,Cattle,HF_Cross,6,3,156,1,28.98,53.45,77.46,4,1,Stable,4.821,4.765,4.674,5.072,4.833,1.085,6.565,38.74,20.94,475.8,11.7,1.409,36025,-1,None,0,No Risk,0
2026-02-05,35,IN-DAIRY-1142,Cattle,HF_Cross,6,3,157,1,28.92,75.35,80.52,3,1,Stable,4.901,4.768,4.585,5.214,4.867,1.137,6.576,38.67,20.73,449.9,11.8,1.552,66675,-1,None,0,No Risk,0
2026-02-06,36,IN-DAIRY-1142,Cattle,HF_Cross,6,3,158,1,25.88,55.47,73.54,3,1,Stable,4.839,4.658,4.676,5.091,4.816,1.093,6.55,38.35,22.12,442.4,11.7,1.55,52683,-1,None,0,No Risk,0
2026-02-07,37,IN-DAIRY-1142,Cattle,HF_Cross,6,3,159,1,27.52,53.07,75.46,1,0,Fluctuating,4.809,4.627,4.546,5.269,4.813,1.159,6.535,38.38,22.36,521.7,10.9,1.621,45748,-1,None,0,No Risk,0
2026-02-08,38,IN-DAIRY-1142,Cattle,HF_Cross,6,3,160,1,28.72,60.19,78.07,3,1,Stable,4.901,4.872,4.667,5.117,4.889,1.096,6.581,38.64,21.07,464.5,11.3,1.577,66498,-1,None,0,No Risk,0
2026-02-09,39,IN-DAIRY-1142,Cattle,HF_Cross,6,3,161,1,25.74,56.32,73.45,3,1,Stable,4.795,4.684,4.763,5.086,4.832,1.086,6.599,38.29,22.16,469.8,11.4,1.659,58449,-1,None,0,No Risk,0
2026-02-10,40,IN-DAIRY-1142,Cattle,HF_Cross,6,3,162,1,24.67,58.06,72.17,4,1,Stable,4.686,4.738,4.671,4.989,4.771,1.068,6.558,38.39,22.09,478.1,11.6,1.638,57203,-1,None,0,No Risk,0
2026-02-11,41,IN-DAIRY-1142,Cattle,HF_Cross,6,3,163,1,22.17,55.4,68.49,2,0,Stable,4.844,4.748,4.552,5.07,4.804,1.114,6.573,38.44,21.99,493.5,11.9,1.602,42239,-1,None,0,No Risk,0
2026-02-12,42,IN-DAIRY-1142,Cattle,HF_Cross,6,3,164,1,23.91,57.2,71.03,3,0,Stable,4.82,4.719,4.596,5.235,4.842,1.139,6.545,38.19,22.08,480.2,11.5,1.478,43393,-1,None,0,No Risk,0
2026-02-13,43,IN-DAIRY-1142,Cattle,HF_Cross,6,3,165,1,26.84,57.23,75.06,4,0,Stable,4.897,4.843,4.599,5.086,4.856,1.106,6.599,38.36,22.15,490.5,12.4,1.508,47480,-1,None,0,No Risk,0
2026-02-14,44,IN-DAIRY-1142,Cattle,HF_Cross,6,3,166,1,30.65,65.2,81.58,3,1,Stable,4.876,4.717,4.54,5.117,4.812,1.127,6.558,38.75,21.95,468.6,11.6,1.552,47629,-1,None,0,No Risk,0
2026-02-15,45,IN-DAIRY-1142,Cattle,HF_Cross,6,3,167,1,20.96,51.47,66.59,3,0,Stable,4.834,4.672,4.485,5.173,4.791,1.153,6.57,38.56,22.39,480.7,11.8,1.652,56374,-1,None,0,No Risk,0
2026-02-16,46,IN-DAIRY-1142,Cattle,HF_Cross,6,3,168,1,24.25,62.7,72.04,1,1,Stable,4.942,4.734,4.822,5.181,4.92,1.095,6.589,38.34,21.04,480.5,11.7,1.636,57431,-1,None,0,No Risk,0
2026-02-17,47,IN-DAIRY-1142,Cattle,HF_Cross,6,3,169,1,27.67,63.44,77.02,2,1,Stable,4.667,4.756,4.479,5.153,4.764,1.15,6.578,38.67,21.36,429.4,11.5,1.67,81174,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1142,Cattle,HF_Cross,6,3,170,1,31.63,65.16,83.01,4,1,Stable,4.861,4.714,4.581,5.209,4.841,1.137,6.556,38.62,21.2,469.5,11.7,1.606,50658,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1142,Cattle,HF_Cross,6,3,171,1,21.32,64.9,67.98,3,1,Stable,4.835,4.768,4.65,5.166,4.855,1.111,6.547,38.53,22.26,500.5,11.9,1.595,58126,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1142,Cattle,HF_Cross,6,3,172,1,29.43,72.75,80.92,4,1,Stable,4.701,4.871,4.658,5.028,4.815,1.079,6.575,38.78,21.11,443.2,12.7,1.535,61395,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1142,Cattle,HF_Cross,6,3,173,1,28.19,71.03,78.8,3,0,Fluctuating,4.825,4.711,4.5,5.099,4.784,1.133,6.532,38.7,21.19,463.9,12.4,1.588,46785,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1142,Cattle,HF_Cross,6,3,174,1,27.13,72.39,77.37,3,0,Fluctuating,4.957,4.971,4.656,5.138,4.93,1.104,6.622,38.64,21.52,439.7,11.2,1.622,71656,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1142,Cattle,HF_Cross,6,3,175,1,28.53,66.97,78.75,3,1,Stable,4.838,4.635,4.557,4.992,4.755,1.095,6.616,38.72,20.61,467.9,12.1,1.494,34273,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1142,Cattle,HF_Cross,6,3,176,1,28.7,67.85,79.12,2,1,Stable,4.801,4.889,4.539,4.987,4.804,1.099,6.547,38.79,21.11,461.4,12.6,1.613,59033,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1142,Cattle,HF_Cross,6,3,177,1,25.54,60.73,73.66,3,1,Stable,4.836,4.698,4.553,5.195,4.821,1.141,6.519,38.22,22.39,457.3,12.1,1.527,46707,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1142,Cattle,HF_Cross,6,3,178,1,27.9,58.09,76.64,3,1,Fluctuating,4.857,4.62,4.541,5.18,4.799,1.141,6.557,38.78,21.3,465.7,11.5,1.661,67762,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1142,Cattle,HF_Cross,6,3,179,1,31.09,72.29,83.39,2,1,Stable,4.802,4.721,4.639,5.035,4.799,1.085,6.602,38.65,21.05,473.1,12.5,1.701,94652,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1142,Cattle,HF_Cross,6,3,180,1,27.45,69.34,77.47,4,1,Stable,4.887,4.776,4.688,5.011,4.84,1.069,6.589,38.51,21.39,454.8,12.0,1.498,40631,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1142,Cattle,HF_Cross,6,3,181,1,26.32,54.82,74.06,3,0,Stable,4.838,4.798,4.665,5.086,4.847,1.09,6.543,38.33,21.33,477.7,12.4,1.412,36731,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1143,Cattle,HF_Cross,5,2,69,1,30.81,90.64,85.95,3,1,Fluctuating,4.644,4.941,4.994,4.573,4.788,1.092,6.6,38.55,16.66,457.9,12.1,1.534,63590,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1143,Cattle,HF_Cross,5,2,70,1,30.81,89.08,85.7,2,0,Stable,4.561,4.86,5.003,4.444,4.717,1.126,6.592,38.45,16.3,459.5,11.7,1.658,49426,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1143,Cattle,HF_Cross,5,2,71,1,25.76,68.58,74.84,3,1,Stable,4.499,4.849,4.995,4.568,4.728,1.11,6.565,38.62,16.78,479.4,11.9,1.681,78660,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1143,Cattle,HF_Cross,5,2,72,1,32.7,84.56,88.07,3,1,Stable,4.698,4.916,4.967,4.568,4.787,1.087,6.633,38.84,16.14,461.7,11.5,1.597,42148,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1143,Cattle,HF_Cross,5,2,73,1,33.87,78.39,88.81,2,0,Stable,4.487,4.822,5.137,4.664,4.777,1.145,6.609,38.69,16.97,470.2,11.8,1.593,64599,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1143,Cattle,HF_Cross,5,2,74,1,30.16,92.91,85.18,3,0,Stable,4.633,4.946,5.179,4.43,4.797,1.169,6.645,38.74,16.05,453.6,12.1,1.656,76756,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1143,Cattle,HF_Cross,5,2,75,1,28.6,89.74,82.05,3,1,Stable,4.565,5.026,5.021,4.644,4.814,1.101,6.641,38.68,16.58,464.0,11.7,1.537,45447,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1143,Cattle,HF_Cross,5,2,76,1,34.68,74.64,89.34,2,1,Stable,4.663,4.841,5.135,4.51,4.787,1.139,6.622,38.73,16.31,450.7,10.9,1.599,59808,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1143,Cattle,HF_Cross,5,2,77,1,34.26,84.16,90.56,2,1,Fluctuating,4.446,4.73,4.951,4.679,4.702,1.114,6.623,38.68,16.0,453.0,11.4,1.69,67322,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1143,Cattle,HF_Cross,5,2,78,1,34.96,84.85,91.84,3,1,Stable,4.543,4.806,4.977,4.54,4.717,1.096,6.687,38.69,16.35,434.2,11.4,1.658,107401,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1143,Cattle,HF_Cross,5,2,79,1,32.29,52.95,81.8,4,1,Stable,4.686,4.821,4.984,4.491,4.746,1.11,6.593,38.72,15.28,471.2,11.7,1.524,37623,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1143,Cattle,HF_Cross,5,2,80,1,31.3,79.25,84.88,1,1,Stable,4.555,4.935,4.886,4.55,4.731,1.085,6.61,38.81,16.39,464.7,11.3,1.583,60794,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1143,Cattle,HF_Cross,5,2,81,1,32.07,71.53,84.76,4,1,Stable,4.697,4.968,5.036,5.651,5.088,1.203,6.733,38.73,15.67,423.7,11.3,1.891,344373,14,RR,1,Low Risk,1
2026-01-14,13,IN-DAIRY-1143,Cattle,HF_Cross,5,2,82,1,28.54,64.48,78.41,2,1,Stable,4.515,4.902,5.046,5.598,5.015,1.24,6.728,38.81,15.86,429.1,11.4,1.826,315533,13,RR,1,Low Risk,1
2026-01-15,14,IN-DAIRY-1143,Cattle,HF_Cross,5,2,83,1,31.33,75.69,84.33,3,1,Stable,4.733,4.889,4.883,5.75,5.064,1.215,6.714,38.72,15.64,412.3,11.6,1.8,316618,12,RR,1,Low Risk,1
2026-01-16,15,IN-DAIRY-1143,Cattle,HF_Cross,5,2,84,1,30.18,78.48,82.97,1,1,Stable,4.544,4.902,4.985,5.604,5.009,1.233,6.651,38.66,15.67,377.1,11.5,1.808,237191,11,RR,1,Low Risk,1
2026-01-17,16,IN-DAIRY-1143,Cattle,HF_Cross,5,2,85,1,32.91,55.99,83.2,3,0,Stable,4.666,5.049,4.972,5.326,5.003,1.142,6.718,38.57,14.4,433.3,12.1,1.714,257061,10,RR,1,Low Risk,1
2026-01-18,17,IN-DAIRY-1143,Cattle,HF_Cross,5,2,86,1,41.1,68.42,97.65,3,1,Stable,4.53,4.8,5.035,6.799,5.291,1.501,6.944,40.0,14.48,348.1,9.5,1.952,675083,9,RR,1,Moderate Risk,2
2026-01-19,18,IN-DAIRY-1143,Cattle,HF_Cross,5,2,87,1,37.11,53.95,88.46,5,1,Stable,4.448,4.822,5.017,6.042,5.082,1.358,6.953,39.91,14.39,365.0,10.6,1.993,844387,8,RR,1,Moderate Risk,2
2026-01-20,19,IN-DAIRY-1143,Cattle,HF_Cross,5,2,88,1,32.84,61.12,84.02,1,1,Stable,4.597,5.001,4.936,6.066,5.15,1.32,6.887,39.87,14.67,390.8,10.5,1.848,403594,7,RR,1,Moderate Risk,2
2026-01-21,20,IN-DAIRY-1143,Cattle,HF_Cross,5,2,89,1,28.04,55.3,76.46,1,1,Stable,4.616,4.937,4.976,6.343,5.218,1.374,6.843,39.33,14.0,388.5,9.7,1.954,668815,6,RR,1,Moderate Risk,2
2026-01-22,21,IN-DAIRY-1143,Cattle,HF_Cross,5,2,90,1,29.47,73.12,81.04,2,1,Stable,4.553,4.943,5.106,5.989,5.148,1.315,6.919,39.7,14.08,405.4,9.8,1.949,879579,5,RR,1,Moderate Risk,2
2026-01-23,22,IN-DAIRY-1143,Cattle,HF_Cross,5,2,91,1,33.51,69.91,86.64,3,1,Stable,4.507,4.916,4.944,6.628,5.249,1.471,6.871,40.02,14.13,382.9,9.7,1.998,820720,4,RR,1,Moderate Risk,2
2026-01-24,23,IN-DAIRY-1143,Cattle,HF_Cross,5,2,92,1,30.88,71.8,82.99,3,1,Stable,4.554,4.802,5.025,7.515,5.474,1.65,7.182,40.35,13.29,311.0,7.3,2.185,2725202,3,RR,1,High Risk,3
2026-01-25,24,IN-DAIRY-1143,Cattle,HF_Cross,5,2,93,1,27.57,64.74,77.05,5,1,Stable,4.556,4.916,4.987,7.079,5.384,1.554,7.164,40.41,10.97,302.8,8.9,2.071,2426765,2,RR,1,High Risk,3
2026-01-26,25,IN-DAIRY-1143,Cattle,HF_Cross,5,2,94,1,29.1,77.96,81.19,4,0,Stable,4.503,4.883,4.889,8.531,5.701,1.895,7.193,40.24,10.61,310.5,9.2,2.093,2567623,1,RR,1,High Risk,3
2026-01-27,26,IN-DAIRY-1143,Cattle,HF_Cross,5,2,95,1,36.38,60.12,88.83,3,1,Stable,4.604,5.002,4.942,7.948,5.624,1.726,7.279,40.07,12.15,315.1,9.0,2.256,3272138,0,RR,1,High Risk,3
