"herd","timepoint","breed","quarter","cow_nid","parity","calving_date","DIM","SCC","DSCC","treatment","yield_tot","log_scc"
"castello","3","holstein",4,"castello_6580","3",2019-04-12,61,15,26.5,"antibiotico",7104,2.70805020110221
"castello","3","holstein",1,"castello_6583","3",2019-07-03,61,78,69.5,"antibiotico",7044,4.35670882668959
"castello","3","holstein",2,"castello_6583","3",2019-07-03,61,10,36.9,"antibiotico",7044,2.30258509299405
"castello","3","holstein",4,"castello_6583","3",2019-07-03,61,3,47.4,"antibiotico",7044,1.09861228866811
"castello","3","holstein",1,"castello_6805","2",2019-03-15,61,3,28.6,"sigillante",12522,1.09861228866811
"castello","3","holstein",2,"castello_6805","2",2019-03-15,61,82,66.9,"sigillante",12522,4.40671924726425
"castello","3","holstein",3,"castello_6805","2",2019-03-15,61,2,18.8,"sigillante",12522,0.693147180559945
"castello","3","holstein",4,"castello_6805","2",2019-03-15,61,3,17.2,"sigillante",12522,1.09861228866811
"castello","3","holstein",1,"castello_6838","2",2019-07-03,61,57,64.3,"antibiotico",11110,4.04305126783455
"castello","3","holstein",2,"castello_6838","2",2019-07-03,61,11,48.7,"antibiotico",11110,2.39789527279837
"castello","3","holstein",3,"castello_6838","2",2019-07-03,61,26,38.6,"sigillante",11110,3.25809653802148
"castello","3","holstein",1,"castello_9524","4",2019-05-25,61,52,48.5,"antibiotico",6747,3.95124371858143
"castello","3","holstein",2,"castello_9524","4",2019-05-25,61,5,34.4,"antibiotico",6747,1.6094379124341
"castello","3","holstein",3,"castello_9524","4",2019-05-25,61,14,10.9,"antibiotico",6747,2.63905732961526
"castello","3","holstein",4,"castello_9524","4",2019-05-25,61,5,20.6,"antibiotico",6747,1.6094379124341
"castello","3","holstein",1,"castello_9972","3",2019-03-29,61,9,33.3,"antibiotico",10741,2.19722457733622
"castello","3","holstein",2,"castello_9972","3",2019-03-29,61,7,31.1,"antibiotico",10741,1.94591014905531
"castello","3","holstein",3,"castello_9972","3",2019-03-29,61,14,24.5,"antibiotico",10741,2.63905732961526
"castello","3","holstein",4,"castello_9972","3",2019-03-29,61,8,12.7,"antibiotico",10741,2.07944154167984
"castello","3","holstein",1,"castello_1020","3",2019-01-17,62,12,44.3,"sigillante",11732,2.484906649788
"castello","3","holstein",2,"castello_1020","3",2019-01-17,62,155,74.3,"sigillante",11732,5.04342511691925
"castello","3","holstein",3,"castello_1020","3",2019-01-17,62,15,73.3,"sigillante",11732,2.70805020110221
"castello","3","holstein",4,"castello_1020","3",2019-01-17,62,2,90.9,"sigillante",11732,0.693147180559945
"castello","3","holstein",1,"castello_1084","3",2019-07-02,62,56,69.1,"antibiotico",7829,4.02535169073515
"castello","3","holstein",2,"castello_1084","3",2019-07-02,62,35,58.2,"antibiotico",7829,3.55534806148941
"castello","3","holstein",4,"castello_1084","3",2019-07-02,62,701,77.1,"antibiotico",7829,6.55250788703459
"castello","3","holstein",4,"castello_1149","3",2019-07-02,62,6,41.9,"sigillante",NA,1.79175946922805
"castello","3","holstein",1,"castello_1273","2",2019-07-17,62,10,35.9,"sigillante",9464,2.30258509299405
"castello","3","holstein",2,"castello_1273","2",2019-07-17,62,10,26.1,"sigillante",9464,2.30258509299405
"castello","3","holstein",3,"castello_1273","2",2019-07-17,62,10,18.8,"sigillante",9464,2.30258509299405
"castello","3","holstein",4,"castello_1273","2",2019-07-17,62,6,32.6,"sigillante",9464,1.79175946922805
"castello","3","holstein",1,"castello_1375","2",2019-07-17,62,5,16.7,"antibiotico",9296,1.6094379124341
"castello","3","holstein",2,"castello_1375","2",2019-07-17,62,4,23.3,"antibiotico",9296,1.38629436111989
"castello","3","holstein",3,"castello_1375","2",2019-07-17,62,7,56.3,"antibiotico",9296,1.94591014905531
"castello","3","holstein",4,"castello_1375","2",2019-07-17,62,6,2.7,"antibiotico",9296,1.79175946922805
"castello","3","holstein",1,"castello_1428","2",2019-09-10,62,190,75.4,"antibiotico",9040,5.24702407216049
"castello","3","holstein",1,"castello_1446","2",2019-09-24,62,9,50,"sigillante",9249,2.19722457733622
"castello","3","holstein",2,"castello_1446","2",2019-09-24,62,13,38.8,"sigillante",9249,2.56494935746154
"castello","3","holstein",3,"castello_1446","2",2019-09-24,62,1440,89.9,"sigillante",9249,7.27239839257005
"castello","3","holstein",4,"castello_1446","2",2019-09-24,62,27,76.6,"sigillante",9249,3.29583686600433
"castello","3","holstein",1,"castello_6524","3",2019-11-08,62,340,62.8,"antibiotico",NA,5.82894561761021
"castello","3","holstein",1,"castello_6594","3",2019-02-14,62,2,21.1,"antibiotico",8411,0.693147180559945
"castello","3","holstein",2,"castello_6594","3",2019-02-14,62,9,50.8,"antibiotico",8411,2.19722457733622
"castello","3","holstein",3,"castello_6594","3",2019-02-14,62,3,47.6,"antibiotico",8411,1.09861228866811
"castello","3","holstein",4,"castello_6594","3",2019-02-14,62,300,34.3,"antibiotico",8411,5.7037824746562
"castello","3","holstein",1,"castello_6614","3",2019-07-31,62,4,42.3,"sigillante",10195,1.38629436111989
"castello","3","holstein",2,"castello_6614","3",2019-07-31,62,1325,67.7,"sigillante",10195,7.18916773842032
"castello","3","holstein",3,"castello_6614","3",2019-07-31,62,30,60.1,"sigillante",10195,3.40119738166216
"castello","3","holstein",4,"castello_6614","3",2019-07-31,62,10,29.6,"antibiotico",10195,2.30258509299405
"castello","3","holstein",1,"castello_6620","3",2019-09-10,62,61,61.9,"sigillante",6080,4.11087386417331
"castello","3","holstein",2,"castello_6620","3",2019-09-10,62,16,53.6,"antibiotico",6080,2.77258872223978
"castello","3","holstein",3,"castello_6620","3",2019-09-10,62,644,70.1,"sigillante",6080,6.46769872610435
"castello","3","holstein",4,"castello_6620","3",2019-09-10,62,98,72.6,"antibiotico",6080,4.58496747867057
"castello","3","holstein",1,"castello_6679","3",2019-11-08,62,38,51.9,"antibiotico",NA,3.63758615972639
"castello","3","holstein",2,"castello_6679","3",2019-11-08,62,36,52.7,"antibiotico",NA,3.58351893845611
"castello","3","holstein",3,"castello_6679","3",2019-11-08,62,579,68,"antibiotico",NA,6.361302477573
"castello","3","holstein",4,"castello_6679","3",2019-11-08,62,1201,81.4,"antibiotico",NA,7.09090982207998
"castello","3","holstein",1,"castello_6700","3",2019-09-10,62,10,55.1,"antibiotico",7254,2.30258509299405
"castello","3","holstein",2,"castello_6700","3",2019-09-10,62,326,74.8,"antibiotico",7254,5.78689738136671
"castello","3","holstein",3,"castello_6700","3",2019-09-10,62,8,19.6,"antibiotico",7254,2.07944154167984
"castello","3","holstein",4,"castello_6700","3",2019-09-10,62,72,55.8,"antibiotico",7254,4.27666611901606
"castello","3","holstein",1,"castello_6748","2",2019-04-11,62,7,29.2,"antibiotico",12707,1.94591014905531
"castello","3","holstein",2,"castello_6748","2",2019-04-11,62,2,37.5,"antibiotico",12707,0.693147180559945
"castello","3","holstein",3,"castello_6748","2",2019-04-11,62,5,27.3,"antibiotico",12707,1.6094379124341
"castello","3","holstein",4,"castello_6748","2",2019-04-11,62,7,44.2,"antibiotico",12707,1.94591014905531
"castello","3","holstein",1,"castello_6822","2",2019-07-02,62,17,12.5,"sigillante",8040,2.83321334405622
"castello","3","holstein",2,"castello_6822","2",2019-07-02,62,7,14.3,"sigillante",8040,1.94591014905531
"castello","3","holstein",3,"castello_6822","2",2019-07-02,62,8,25,"sigillante",8040,2.07944154167984
"castello","3","holstein",4,"castello_6822","2",2019-07-02,62,5,31.4,"sigillante",8040,1.6094379124341
"castello","3","holstein",1,"castello_6831","2",2019-03-28,62,4,44.4,"antibiotico",9723,1.38629436111989
"castello","3","holstein",2,"castello_6831","2",2019-03-28,62,79,80,"antibiotico",9723,4.36944785246702
"castello","3","holstein",3,"castello_6831","2",2019-03-28,62,3,22.2,"antibiotico",9723,1.09861228866811
"castello","3","holstein",4,"castello_6831","2",2019-03-28,62,20,57.7,"antibiotico",9723,2.99573227355399
"castello","3","holstein",1,"castello_6869","2",2019-06-20,62,7,17.8,"sigillante",11403,1.94591014905531
"castello","3","holstein",2,"castello_6869","2",2019-06-20,62,3,50,"sigillante",11403,1.09861228866811
"castello","3","holstein",3,"castello_6869","2",2019-06-20,62,8,29.1,"sigillante",11403,2.07944154167984
"castello","3","holstein",4,"castello_6869","2",2019-06-20,62,4,17.2,"sigillante",11403,1.38629436111989
"castello","3","holstein",1,"castello_9675","4",2019-03-14,62,5,58.8,"antibiotico",NA,1.6094379124341
"castello","3","holstein",2,"castello_9675","4",2019-03-14,62,4,42.3,"antibiotico",NA,1.38629436111989
"castello","3","holstein",3,"castello_9675","4",2019-03-14,62,7,40,"antibiotico",NA,1.94591014905531
"castello","3","holstein",4,"castello_9675","4",2019-03-14,62,179,52.3,"antibiotico",NA,5.18738580584075
"castello","3","holstein",1,"castello_9892","4",2019-09-24,62,32,72.2,"sigillante",5834,3.46573590279973
"castello","3","holstein",1,"castello_1468","2",2019-09-09,63,4,44.8,"antibiotico",11288,1.38629436111989
"castello","3","holstein",2,"castello_1468","2",2019-09-09,63,4,50,"sigillante",11288,1.38629436111989
"castello","3","holstein",3,"castello_1468","2",2019-09-09,63,225,83.4,"sigillante",11288,5.41610040220442
"castello","3","holstein",4,"castello_1468","2",2019-09-09,63,16,38,"antibiotico",11288,2.77258872223978
"castello","3","holstein",1,"castello_6642","3",2019-07-01,63,312,83.9,"antibiotico",9191,5.74300318780948
"castello","3","holstein",2,"castello_6642","3",2019-07-01,63,448,81.7,"antibiotico",9191,6.10479323241498
"castello","3","holstein",4,"castello_6642","3",2019-07-01,63,3884,84.8,"antibiotico",9191,8.26462082941122
"castello","3","holstein",1,"castello_6661","3",2019-09-23,63,7,45.5,"antibiotico",8901,1.94591014905531
"castello","3","holstein",2,"castello_6661","3",2019-09-23,63,55,64.5,"antibiotico",8901,4.00733318523247
"castello","3","holstein",3,"castello_6661","3",2019-09-23,63,28,48.2,"antibiotico",8901,3.3322045101752
"castello","3","holstein",4,"castello_6661","3",2019-09-23,63,10,25.4,"antibiotico",8901,2.30258509299405
"castello","3","holstein",1,"castello_6734","2",2019-02-13,63,29,60.7,"antibiotico",9084,3.36729582998647
"castello","3","holstein",2,"castello_6734","2",2019-02-13,63,2800,75.3,"antibiotico",9084,7.9373746961633
"castello","3","holstein",3,"castello_6734","2",2019-02-13,63,153,51.8,"antibiotico",9084,5.03043792139244
"castello","3","holstein",4,"castello_6734","2",2019-02-13,63,62,70.9,"antibiotico",9084,4.12713438504509
"castello","3","holstein",1,"castello_6821","2",2019-09-23,63,73,69.3,"sigillante",11094,4.29045944114839
"castello","3","holstein",2,"castello_6821","2",2019-09-23,63,8,52.7,"sigillante",11094,2.07944154167984
"castello","3","holstein",3,"castello_6821","2",2019-09-23,63,7,44,"sigillante",11094,1.94591014905531
"castello","3","holstein",4,"castello_6821","2",2019-09-23,63,7,39.6,"sigillante",11094,1.94591014905531
"castello","3","holstein",1,"castello_6823","2",2019-07-16,63,17,57,"sigillante",12143,2.83321334405622
"castello","3","holstein",2,"castello_6823","2",2019-07-16,63,24,11,"sigillante",12143,3.17805383034795
"castello","3","holstein",3,"castello_6823","2",2019-07-16,63,26,50,"sigillante",12143,3.25809653802148
"castello","3","holstein",4,"castello_6823","2",2019-07-16,63,38,62.7,"sigillante",12143,3.63758615972639
"castello","3","holstein",1,"castello_6877","2",2019-07-01,63,8,46.3,"sigillante",10496,2.07944154167984
"castello","3","holstein",2,"castello_6877","2",2019-07-01,63,9,31.4,"sigillante",10496,2.19722457733622
"castello","3","holstein",3,"castello_6877","2",2019-07-01,63,13,19,"sigillante",10496,2.56494935746154
"castello","3","holstein",4,"castello_6877","2",2019-07-01,63,8,45.3,"sigillante",10496,2.07944154167984
"castello","3","holstein",1,"castello_6904","2",2019-07-16,63,59,69.9,"sigillante",7556,4.07753744390572
"castello","3","holstein",2,"castello_6904","2",2019-07-16,63,83,70.7,"sigillante",7556,4.4188406077966
"castello","3","holstein",3,"castello_6904","2",2019-07-16,63,7,32.7,"sigillante",7556,1.94591014905531
"castello","3","holstein",4,"castello_6904","2",2019-07-16,63,7,29.8,"sigillante",7556,1.94591014905531
"castello","3","holstein",1,"castello_9706","4",2019-11-07,63,10,39.7,"antibiotico",NA,2.30258509299405
"castello","3","holstein",3,"castello_9706","4",2019-11-07,63,1188,71.4,"antibiotico",NA,7.08002649992259
"castello","3","holstein",4,"castello_9706","4",2019-11-07,63,37,62.1,"antibiotico",NA,3.61091791264422
"castello","3","holstein",1,"castello_9798","4",2019-07-16,63,154,60.7,"sigillante",10064,5.03695260241363
"castello","3","holstein",2,"castello_9798","4",2019-07-16,63,549,61.2,"antibiotico",10064,6.30809844150953
"castello","3","holstein",3,"castello_9798","4",2019-07-16,63,4142,77,"sigillante",10064,8.32893404195553
"castello","3","holstein",4,"castello_9798","4",2019-07-16,63,265,69.3,"sigillante",10064,5.57972982598622
"castello","3","holstein",1,"castello_1261","3",2020-01-08,64,225,81.4,"antibiotico",NA,5.41610040220442
"castello","3","holstein",2,"castello_1261","3",2020-01-08,64,76,84.7,"antibiotico",NA,4.33073334028633
"castello","3","holstein",3,"castello_1261","3",2020-01-08,64,38,77.6,"antibiotico",NA,3.63758615972639
"castello","3","holstein",4,"castello_1261","3",2020-01-08,64,726,87,"antibiotico",NA,6.5875500148248
"castello","3","holstein",1,"castello_1374","2",2019-07-29,64,16,27.1,"sigillante",10239,2.77258872223978
"castello","3","holstein",2,"castello_1374","2",2019-07-29,64,128,41.6,"sigillante",10239,4.85203026391962
"castello","3","holstein",3,"castello_1374","2",2019-07-29,64,9,21.2,"sigillante",10239,2.19722457733622
"castello","3","holstein",4,"castello_1374","2",2019-07-29,64,10,26.1,"sigillante",10239,2.30258509299405
"castello","3","holstein",1,"castello_1382","2",2019-09-08,64,10,45.6,"sigillante",9511,2.30258509299405
"castello","3","holstein",2,"castello_1382","2",2019-09-08,64,35,46.1,"antibiotico",9511,3.55534806148941
"castello","3","holstein",3,"castello_1382","2",2019-09-08,64,14,36.3,"antibiotico",9511,2.63905732961526
"castello","3","holstein",4,"castello_1382","2",2019-09-08,64,13,14.9,"sigillante",9511,2.56494935746154
"castello","3","holstein",1,"castello_1394","2",2019-07-29,64,10,20,"antibiotico",9485,2.30258509299405
"castello","3","holstein",2,"castello_1394","2",2019-07-29,64,50,64.3,"sigillante",9485,3.91202300542815
"castello","3","holstein",3,"castello_1394","2",2019-07-29,64,11,38,"antibiotico",9485,2.39789527279837
"castello","3","holstein",4,"castello_1394","2",2019-07-29,64,16,17.3,"sigillante",9485,2.77258872223978
"castello","3","holstein",1,"castello_6463","4",2019-11-06,64,11,48.6,"antibiotico",NA,2.39789527279837
"castello","3","holstein",2,"castello_6463","4",2019-11-06,64,59,71.1,"antibiotico",NA,4.07753744390572
"castello","3","holstein",3,"castello_6463","4",2019-11-06,64,397,43.5,"antibiotico",NA,5.98393628068719
"castello","3","holstein",4,"castello_6463","4",2019-11-06,64,24,42.2,"antibiotico",NA,3.17805383034795
"castello","3","holstein",2,"castello_6753","2",2019-02-12,64,7,44.7,"sigillante",9119,1.94591014905531
"castello","3","holstein",3,"castello_6753","2",2019-02-12,64,13,56.2,"sigillante",9119,2.56494935746154
"castello","3","holstein",4,"castello_6753","2",2019-02-12,64,10,43.3,"sigillante",9119,2.30258509299405
"castello","3","holstein",1,"castello_9449","4",2019-03-12,64,4,48.1,"antibiotico",9238,1.38629436111989
"castello","3","holstein",2,"castello_9449","4",2019-03-12,64,6,30.2,"antibiotico",9238,1.79175946922805
"castello","3","holstein",3,"castello_9449","4",2019-03-12,64,11,70,"antibiotico",9238,2.39789527279837
"castello","3","holstein",4,"castello_9449","4",2019-03-12,64,5,27.8,"antibiotico",9238,1.6094379124341
"castello","3","holstein",2,"castello_9928","4",2019-09-08,64,6,47.4,"sigillante",NA,1.79175946922805
"castello","3","holstein",3,"castello_9928","4",2019-09-08,64,10,49.3,"sigillante",NA,2.30258509299405
"castello","3","holstein",4,"castello_9928","4",2019-09-08,64,128,75.2,"sigillante",NA,4.85203026391962
"castello","3","holstein",1,"castello_9985","4",2019-11-06,64,15,69,"antibiotico",NA,2.70805020110221
"castello","3","holstein",2,"castello_9985","4",2019-11-06,64,99,60.1,"antibiotico",NA,4.59511985013459
"castello","3","holstein",3,"castello_9985","4",2019-11-06,64,142,63,"antibiotico",NA,4.95582705760126
"castello","3","holstein",4,"castello_9985","4",2019-11-06,64,17,33.6,"antibiotico",NA,2.83321334405622
"castello","3","holstein",1,"castello_1274","2",2019-03-11,65,29,19.2,"sigillante",10074,3.36729582998647
"castello","3","holstein",3,"castello_1274","2",2019-03-11,65,7,32.7,"sigillante",10074,1.94591014905531
"castello","3","holstein",4,"castello_1274","2",2019-03-11,65,12,22.8,"sigillante",10074,2.484906649788
"castello","3","holstein",1,"castello_1497","2",2019-11-05,65,205,48.5,"sigillante",NA,5.32300997913841
"castello","3","holstein",2,"castello_1497","2",2019-11-05,65,39,30.2,"sigillante",NA,3.66356164612965
"castello","3","holstein",3,"castello_1497","2",2019-11-05,65,6,24.3,"sigillante",NA,1.79175946922805
"castello","3","holstein",4,"castello_1497","2",2019-11-05,65,48,76,"sigillante",NA,3.87120101090789
"castello","3","holstein",1,"castello_6462","4",2019-09-07,65,35,73.1,"antibiotico",7898,3.55534806148941
"castello","3","holstein",2,"castello_6462","4",2019-09-07,65,66,65.8,"antibiotico",7898,4.18965474202643
"castello","3","holstein",3,"castello_6462","4",2019-09-07,65,475,59.2,"antibiotico",7898,6.16331480403464
"castello","3","holstein",4,"castello_6462","4",2019-09-07,65,708,56.1,"antibiotico",7898,6.56244409369372
"castello","3","holstein",1,"castello_6591","3",2019-07-28,65,11,40.5,"antibiotico",10157,2.39789527279837
"castello","3","holstein",2,"castello_6591","3",2019-07-28,65,5,48.5,"antibiotico",10157,1.6094379124341
"castello","3","holstein",3,"castello_6591","3",2019-07-28,65,39,72.2,"antibiotico",10157,3.66356164612965
"castello","3","holstein",4,"castello_6591","3",2019-07-28,65,168,70.1,"antibiotico",10157,5.12396397940326
"castello","3","holstein",1,"castello_6604","3",2019-04-08,65,473,82.1,"antibiotico",9292,6.15909538849193
"castello","3","holstein",2,"castello_6604","3",2019-04-08,65,18,47.1,"antibiotico",9292,2.89037175789616
"castello","3","holstein",3,"castello_6604","3",2019-04-08,65,16,29.9,"antibiotico",9292,2.77258872223978
"castello","3","holstein",4,"castello_6604","3",2019-04-08,65,17,27.8,"antibiotico",9292,2.83321334405622
"castello","3","holstein",2,"castello_6664","3",2019-09-07,65,323,30.7,"antibiotico",NA,5.77765232322266
"castello","3","holstein",3,"castello_6664","3",2019-09-07,65,7630,67.3,"antibiotico",NA,8.9398431242785
"castello","3","holstein",4,"castello_6664","3",2019-09-07,65,302,69.7,"antibiotico",NA,5.71042701737487
"castello","3","holstein",1,"castello_6774","2",2019-02-11,65,7,31.8,"antibiotico",8533,1.94591014905531
"castello","3","holstein",2,"castello_6774","2",2019-02-11,65,4,67.9,"sigillante",8533,1.38629436111989
"castello","3","holstein",3,"castello_6774","2",2019-02-11,65,30,59.6,"sigillante",8533,3.40119738166216
"castello","3","holstein",4,"castello_6774","2",2019-02-11,65,543,44.5,"antibiotico",8533,6.29710931993394
"castello","3","holstein",1,"castello_1128","3",2019-09-06,66,13,18.9,"sigillante",10167,2.56494935746154
"castello","3","holstein",2,"castello_1128","3",2019-09-06,66,193,79.1,"sigillante",10167,5.26269018890489
"castello","3","holstein",3,"castello_1128","3",2019-09-06,66,37,68,"sigillante",10167,3.61091791264422
"castello","3","holstein",4,"castello_1128","3",2019-09-06,66,18,90.1,"sigillante",10167,2.89037175789616
"castello","3","holstein",1,"castello_1286","2",2019-03-10,66,282,83.6,"sigillante",3137,5.64190707093811
"castello","3","holstein",2,"castello_1286","2",2019-03-10,66,451,64.8,"sigillante",3137,6.11146733950268
"castello","3","holstein",3,"castello_1286","2",2019-03-10,66,20,60.6,"sigillante",3137,2.99573227355399
"castello","3","holstein",4,"castello_1286","2",2019-03-10,66,305,76.6,"sigillante",3137,5.72031177660741
"castello","3","holstein",1,"castello_1312","2",2019-06-16,66,7,36,"sigillante",9801,1.94591014905531
"castello","3","holstein",2,"castello_1312","2",2019-06-16,66,10,30.8,"sigillante",9801,2.30258509299405
"castello","3","holstein",3,"castello_1312","2",2019-06-16,66,6,35.9,"sigillante",9801,1.79175946922805
"castello","3","holstein",4,"castello_1312","2",2019-06-16,66,12,69.2,"sigillante",9801,2.484906649788
"castello","3","holstein",1,"castello_1416","2",2019-09-06,66,118,70.2,"sigillante",10018,4.77068462446567
"castello","3","holstein",2,"castello_1416","2",2019-09-06,66,18,61.5,"sigillante",10018,2.89037175789616
"castello","3","holstein",3,"castello_1416","2",2019-09-06,66,20,29.2,"sigillante",10018,2.99573227355399
"castello","3","holstein",4,"castello_1416","2",2019-09-06,66,45,55.6,"sigillante",10018,3.80666248977032
"castello","3","holstein",3,"castello_1545","2",2019-11-04,66,196,25.2,"antibiotico",NA,5.27811465923052
"castello","3","holstein",4,"castello_1545","2",2019-11-04,66,9,22.8,"antibiotico",NA,2.19722457733622
"castello","3","holstein",1,"castello_6427","4",2019-07-27,66,11,29.3,"antibiotico",7072,2.39789527279837
"castello","3","holstein",2,"castello_6427","4",2019-07-27,66,5,30.6,"antibiotico",7072,1.6094379124341
"castello","3","holstein",3,"castello_6427","4",2019-07-27,66,10,35.3,"antibiotico",7072,2.30258509299405
"castello","3","holstein",4,"castello_6427","4",2019-07-27,66,6,28.6,"antibiotico",7072,1.79175946922805
"castello","3","holstein",1,"castello_6439","4",2019-09-06,66,2,42.9,"antibiotico",7916,0.693147180559945
"castello","3","holstein",2,"castello_6439","4",2019-09-06,66,1,33.3,"antibiotico",7916,0
"castello","3","holstein",3,"castello_6439","4",2019-09-06,66,735,79.5,"antibiotico",7916,6.59987049921284
"castello","3","holstein",1,"castello_6650","3",2019-07-27,66,73,23.9,"antibiotico",6374,4.29045944114839
"castello","3","holstein",2,"castello_6650","3",2019-07-27,66,31,30.4,"antibiotico",6374,3.43398720448515
"castello","3","holstein",3,"castello_6650","3",2019-07-27,66,23,30.1,"antibiotico",6374,3.13549421592915
"castello","3","holstein",1,"castello_6770","2",2019-07-27,66,21,36.5,"antibiotico",9850,3.04452243772342
"castello","3","holstein",2,"castello_6770","2",2019-07-27,66,6,32.4,"sigillante",9850,1.79175946922805
"castello","3","holstein",3,"castello_6770","2",2019-07-27,66,32,42.5,"sigillante",9850,3.46573590279973
"castello","3","holstein",4,"castello_6770","2",2019-07-27,66,18,45.8,"sigillante",9850,2.89037175789616
"castello","3","holstein",1,"castello_9773","4",2019-11-04,66,23,48.4,"antibiotico",NA,3.13549421592915
"castello","3","holstein",2,"castello_9773","4",2019-11-04,66,5,45.7,"antibiotico",NA,1.6094379124341
"castello","3","holstein",3,"castello_9773","4",2019-11-04,66,207,75.5,"antibiotico",NA,5.33271879326537
"castello","3","holstein",4,"castello_9773","4",2019-11-04,66,580,84.2,"antibiotico",NA,6.36302810354046
"castello","3","holstein",1,"castello_9930","3",2019-04-07,66,9,26.3,"antibiotico",4772,2.19722457733622
"castello","3","holstein",2,"castello_9930","3",2019-04-07,66,18,25.2,"antibiotico",4772,2.89037175789616
"castello","3","holstein",3,"castello_9930","3",2019-04-07,66,8,58.5,"antibiotico",4772,2.07944154167984
"castello","3","holstein",4,"castello_9930","3",2019-04-07,66,17,49.2,"antibiotico",4772,2.83321334405622
"castello","3","holstein",1,"castello_1113","3",2019-11-03,67,780,81.5,"antibiotico",NA,6.65929391968364
"castello","3","holstein",2,"castello_1113","3",2019-11-03,67,182,81.3,"antibiotico",NA,5.2040066870768
"castello","3","holstein",3,"castello_1113","3",2019-11-03,67,103,72,"antibiotico",NA,4.63472898822964
"castello","3","holstein",4,"castello_1113","3",2019-11-03,67,35,74.1,"antibiotico",NA,3.55534806148941
"castello","3","holstein",2,"castello_1135","3",2019-07-26,67,13,46.1,"antibiotico",4987,2.56494935746154
"castello","3","holstein",4,"castello_1135","3",2019-07-26,67,3,8.3,"antibiotico",4987,1.09861228866811
"castello","3","holstein",1,"castello_1215","3",2019-11-03,67,3,27,"antibiotico",NA,1.09861228866811
"castello","3","holstein",2,"castello_1215","3",2019-11-03,67,158,74.6,"antibiotico",NA,5.06259503302697
"castello","3","holstein",4,"castello_1215","3",2019-11-03,67,10,32.3,"antibiotico",NA,2.30258509299405
"castello","3","holstein",1,"castello_1324","2",2019-06-15,67,13,41.9,"antibiotico",3136,2.56494935746154
"castello","3","holstein",2,"castello_1324","2",2019-06-15,67,11,31,"antibiotico",3136,2.39789527279837
"castello","3","holstein",3,"castello_1324","2",2019-06-15,67,7,26.7,"antibiotico",3136,1.94591014905531
"castello","3","holstein",1,"castello_1354","2",2019-04-06,67,4,48,"sigillante",7970,1.38629436111989
"castello","3","holstein",2,"castello_1354","2",2019-04-06,67,6,18.9,"sigillante",7970,1.79175946922805
"castello","3","holstein",3,"castello_1354","2",2019-04-06,67,8,27.8,"sigillante",7970,2.07944154167984
"castello","3","holstein",4,"castello_1354","2",2019-04-06,67,12,11.5,"sigillante",7970,2.484906649788
"castello","3","holstein",1,"castello_1372","2",2019-09-05,67,133,68,"sigillante",7903,4.89034912822175
"castello","3","holstein",2,"castello_1372","2",2019-09-05,67,59,69.6,"sigillante",7903,4.07753744390572
"castello","3","holstein",3,"castello_1372","2",2019-09-05,67,95,67.9,"sigillante",7903,4.55387689160054
"castello","3","holstein",4,"castello_1372","2",2019-09-05,67,258,65.1,"antibiotico",7903,5.55295958492162
"castello","3","holstein",1,"castello_6686","3",2019-09-05,67,52,64.1,"antibiotico",10722,3.95124371858143
"castello","3","holstein",2,"castello_6686","3",2019-09-05,67,5,45.5,"antibiotico",10722,1.6094379124341
"castello","3","holstein",3,"castello_6686","3",2019-09-05,67,3,65,"antibiotico",10722,1.09861228866811
"castello","3","holstein",4,"castello_6686","3",2019-09-05,67,9,31.7,"antibiotico",10722,2.19722457733622
"castello","3","holstein",2,"castello_1318","2",2019-05-18,68,6,22,"antibiotico",11688,1.79175946922805
"castello","3","holstein",3,"castello_1318","2",2019-05-18,68,4,26.7,"antibiotico",11688,1.38629436111989
"castello","3","holstein",4,"castello_1318","2",2019-05-18,68,3,11.8,"antibiotico",11688,1.09861228866811
"castello","3","holstein",1,"castello_1345","2",2019-11-02,68,15,47,"antibiotico",NA,2.70805020110221
"castello","3","holstein",2,"castello_1345","2",2019-11-02,68,134,81.3,"antibiotico",NA,4.89783979995091
"castello","3","holstein",3,"castello_1345","2",2019-11-02,68,36,73.3,"antibiotico",NA,3.58351893845611
"castello","3","holstein",4,"castello_1345","2",2019-11-02,68,10,35.3,"antibiotico",NA,2.30258509299405
"castello","3","holstein",1,"castello_1369","2",2019-05-18,68,75,74.6,"sigillante",5996,4.31748811353631
"castello","3","holstein",2,"castello_1369","2",2019-05-18,68,51,77.8,"sigillante",5996,3.93182563272433
"castello","3","holstein",3,"castello_1369","2",2019-05-18,68,73,79,"sigillante",5996,4.29045944114839
"castello","3","holstein",4,"castello_1369","2",2019-05-18,68,448,75.9,"sigillante",5996,6.10479323241498
"castello","3","holstein",1,"castello_1451","2",2019-11-02,68,730,67.7,"antibiotico",NA,6.59304453414244
"castello","3","holstein",2,"castello_1451","2",2019-11-02,68,3733,83.5,"antibiotico",NA,8.22496747891458
"castello","3","holstein",3,"castello_1451","2",2019-11-02,68,1782,77.8,"antibiotico",NA,7.48549160803075
"castello","3","holstein",1,"castello_1467","2",2019-11-02,68,17,50,"antibiotico",NA,2.83321334405622
"castello","3","holstein",2,"castello_1467","2",2019-11-02,68,43,59.5,"antibiotico",NA,3.76120011569356
"castello","3","holstein",3,"castello_1467","2",2019-11-02,68,66,58.9,"antibiotico",NA,4.18965474202643
